,movie,production_budget,worldwide_gross,studio,foreign_gross,year,popularity,vote_average,vote_count,runtime_minutes,genres
1215,Killing Them Softly,"$15,000,000","$39,238,443",Wein.,22900000.0,2012,11.298,6.0,1105,97.0,"Crime,Thriller"
1216,One Day,"$15,000,000","$59,168,692",Focus,45500000.0,2011,10.308,7.2,2105,107.0,"Drama,Romance"
1219,The Founder,"$15,000,000","$24,403,192",Wein.,11300000.0,2017,12.349,7.0,2093,115.0,"Biography,Drama,History"
1221,Queen of Katwe,"$15,000,000","$10,055,481",BV,1500000.0,2016,7.564,7.1,225,124.0,"Biography,Drama,Sport"
1222,Hotel Artemis,"$15,000,000","$12,758,799",Global Road,6000000.0,2018,14.585,5.9,471,94.0,"Action,Drama,Sci-Fi"
1223,Scouts Guide to the Zombie Apocalypse,"$15,000,000","$15,554,855",Par.,12400000.0,2015,10.451,6.2,915,93.0,"Action,Comedy,Horror"
1224,You Will Meet a Tall Dark Stranger,"$15,000,000","$34,247,816",SPC,31000000.0,2010,6.209,5.8,431,98.0,"Comedy,Drama,Romance"
1225,Never Let Me Go,"$15,000,000","$11,173,718",FoxS,7000000.0,2010,10.012,6.8,1294,103.0,"Drama,Romance,Sci-Fi"
1227,The Disappointments Room,"$15,000,000","$3,503,761",Rela.,74954901.2673389,2016,6.324,4.4,272,85.0,"Drama,Horror,Thriller"
1228,The Reluctant Fundamentalist,"$15,000,000","$528,731",IFC,74954901.2673389,2013,7.46,6.7,120,130.0,"Drama,Thriller"
1229,Centurion,"$15,000,000","$7,885,048",Magn.,6700000.0,2010,13.548,6.1,673,97.0,"Action,Adventure,Drama"
1230,The Son of No One,"$15,000,000","$1,148,578",Anch.,74954901.2673389,2011,7.586,5.1,156,90.0,"Action,Crime,Drama"
1231,Khumba,"$15,000,000","$20,898,221",MNE,27200000.0,2013,9.597,5.6,129,85.0,"Adventure,Animation,Family"
1232,Magic Mike XXL,"$14,500,000","$123,660,597",WB,56500000.0,2015,8.681,6.2,1110,115.0,"Comedy,Drama,Music"
1233,The Possession,"$14,000,000","$82,925,064",LGF,36300000.0,2012,8.978,5.9,918,92.0,"Horror,Mystery,Thriller"
1234,The Iron Lady,"$14,000,000","$115,592,104",Wein.,84900000.0,2011,8.987,6.4,899,105.0,"Biography,Drama"
1235,Our Family Wedding,"$14,000,000","$21,410,546",FoxS,1200000.0,2010,5.025,5.5,57,103.0,"Comedy,Romance"
1236,Hot Tub Time Machine 2,"$14,000,000","$12,826,644",Par.,767000.0,2015,8.053,5.1,512,93.0,"Comedy,Mystery,Sci-Fi"
1237,Fun Size,"$14,000,000","$11,166,615",Par.,2000000.0,2012,7.072,5.5,249,86.0,"Adventure,Comedy"
1238,Suffragette,"$14,000,000","$34,044,909",Focus,11300000.0,2015,7.763,7.3,982,106.0,"Biography,Drama,History"
1239,Mr. Turner,"$14,000,000","$25,187,026",SPC,18200000.0,2014,7.884,6.5,301,150.0,"Biography,Drama,History"
1240,Flipped,"$14,000,000","$4,289,993",WB,74954901.2673389,2010,9.781,7.4,859,90.0,"Comedy,Drama,Romance"
1244,Margaret,"$14,000,000","$623,292",FoxS,74954901.2673389,2011,8.747,6.3,138,150.0,Drama
1245,Seven Psychopaths,"$13,500,000","$33,035,736",CBS,4400000.0,2012,10.967,6.8,2109,110.0,"Comedy,Crime"
1246,The Last Godfather,"$13,400,000","$164,247",RAtt.,16600000.0,2011,1.4,4.9,9,100.0,"Comedy,Crime,Romance"
1247,Black Swan,"$13,000,000","$331,266,710",FoxS,222400000.0,2010,13.745,7.6,8374,108.0,"Drama,Thriller"
1248,Justin Bieber: Never Say Never,"$13,000,000","$99,034,125",Par.,26000000.0,2011,8.602,5.1,240,105.0,"Documentary,Music"
1249,The First Purge,"$13,000,000","$136,617,305",Uni.,67500000.0,2018,28.44,5.8,1846,98.0,"Action,Horror,Sci-Fi"
1250,Miracles from Heaven,"$13,000,000","$73,798,736",TriS,12200000.0,2016,10.078,7.1,478,109.0,"Biography,Drama,Family"
1251,The Shallows,"$13,000,000","$118,763,442",Sony,64000000.0,2016,14.091,6.3,3037,86.0,"Drama,Horror,Thriller"
1252,St. Vincent,"$13,000,000","$54,837,234",Wein.,10700000.0,2014,16.379,7.1,1069,102.0,"Comedy,Drama"
1253,Earth to Echo,"$13,000,000","$42,174,545",Rela.,6400000.0,2014,7.189,5.7,377,91.0,"Adventure,Family,Sci-Fi"
1254,Ex Machina,"$13,000,000","$38,358,392",A24,11400000.0,2015,18.485,7.6,8026,108.0,"Drama,Mystery,Sci-Fi"
1255,Eye in the Sky,"$13,000,000","$35,402,802",BST,74954901.2673389,2016,10.219,7.1,850,102.0,"Drama,Thriller,War"
1256,Admission,"$13,000,000","$18,733,666",Focus,74954901.2673389,2013,8.065,5.5,385,107.0,"Comedy,Drama,Romance"
1257,The Perks of Being a Wallflower,"$13,000,000","$33,069,303",LG/S,15600000.0,2012,15.148,7.8,5938,103.0,Drama
1258,Room,"$13,000,000","$36,262,783",A24,20700000.0,2015,20.0,8.1,5494,118.0,"Drama,Thriller"
1260,Woodlawn,"$13,000,000","$14,403,703",PFR,74954901.2673389,2015,5.575,7.0,79,123.0,"Drama,Sport"
1262,Chloe,"$13,000,000","$11,831,131",SPC,8600000.0,2010,8.807,5.9,940,6.0,"Documentary,Family"
1263,Youth,"$13,000,000","$24,001,573",FoxS,74954901.2673389,2015,9.265,6.9,1098,107.0,Drama
1266,The Vatican Tapes,"$13,000,000","$14,929,184",LGF,74954901.2673389,2015,7.841,4.6,365,91.0,"Horror,Thriller"
1267,Attack the Block,"$13,000,000","$6,459,183",SGem,4800000.0,2011,9.612,6.4,1144,88.0,"Action,Comedy,Sci-Fi"
1268,The Killer Inside Me,"$13,000,000","$3,617,277",IFC,3800000.0,2010,7.087,5.9,304,109.0,"Crime,Drama,Horror"
1269,The Call,"$12,800,000","$69,821,476",TriS,16700000.0,2013,11.315,6.7,1779,94.0,"Crime,Drama,Horror"
1272,The Drop,"$12,600,000","$19,054,534",FoxS,7900000.0,2014,14.795,6.7,1215,106.0,"Crime,Drama"
1275,Machete,"$12,500,000","$46,370,970",Fox,17500000.0,2010,12.557,6.3,1862,105.0,"Action,Crime,Thriller"
1276,Conviction,"$12,500,000","$11,826,980",FoxS,2900000.0,2010,7.51,7.2,297,107.0,"Biography,Crime,Drama"
1278,Casino Jack,"$12,500,000","$2,272,186",ATO,40700.0,2010,9.432,6.1,149,108.0,"Biography,Comedy,Crime"
1279,The Paperboy,"$12,500,000","$4,027,663",MNE,661000.0,2012,8.143,5.5,409,107.0,"Crime,Drama,Mystery"
1280,A Little Bit of Heaven,"$12,500,000","$1,100,287",MNE,1300000.0,2012,7.87,6.3,333,106.0,"Comedy,Drama,Fantasy"
1281,Think Like a Man,"$12,000,000","$113,373,764",SGem,4500000.0,2012,5.905,6.9,438,122.0,"Comedy,Romance"
1282,Act of Valor,"$12,000,000","$82,497,035",Rela.,11300000.0,2012,12.197,6.3,583,110.0,"Action,Adventure,Drama"
1283,Project X,"$12,000,000","$103,028,188",WB,48000000.0,2012,9.715,6.4,2968,88.0,Comedy
1287,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$160,191,915",FoxS,104700000.0,2017,17.808,8.2,5432,115.0,"Crime,Drama"
1289,Lion,"$12,000,000","$149,570,720",Wein.,88600000.0,2016,17.216,8.1,3833,70.0,"Comedy,Drama,Romance"
1295,Philomena,"$12,000,000","$98,963,392",Wein.,62400000.0,2013,8.978,7.4,945,98.0,"Biography,Comedy,Drama"
1296,Paper Towns,"$12,000,000","$85,450,484",Fox,53500000.0,2015,11.564,6.0,3587,109.0,"Comedy,Drama,Mystery"
1297,Hell or High Water,"$12,000,000","$37,584,304",LGF,10900000.0,2016,15.749,7.3,2468,102.0,"Action,Crime,Drama"
1298,Katy Perry: Part of Me,"$12,000,000","$32,700,439",Par.,7400000.0,2012,7.139,6.8,147,93.0,"Documentary,Music"
1299,Top Five,"$12,000,000","$26,001,741",Par.,800000.0,2014,6.322,6.3,281,102.0,"Comedy,Romance"
1300,Project Almanac,"$12,000,000","$32,909,437",Par.,10900000.0,2015,9.55,6.5,1449,106.0,"Drama,Mystery,Sci-Fi"
1301,Just Wright,"$12,000,000","$21,867,665",FoxS,29900.0,2010,7.047,6.2,211,100.0,"Comedy,Romance,Sport"
1302,Nebraska,"$12,000,000","$24,761,360",Par.,10000000.0,2013,9.521,7.4,967,115.0,"Adventure,Comedy,Drama"
1303,Young Adult,"$12,000,000","$22,750,356",Par.,6600000.0,2011,8.335,5.7,603,94.0,"Comedy,Drama"
1304,About Time,"$12,000,000","$89,309,178",Uni.,71800000.0,2013,14.133,7.9,3981,123.0,"Comedy,Drama,Fantasy"
1305,If Beale Street Could Talk,"$12,000,000","$19,859,167",Annapurna,5700000.0,2018,13.579,7.2,388,119.0,"Drama,Romance"
1306,Wish Upon,"$12,000,000","$23,477,345",BG,74954901.2673389,2017,10.219,5.4,690,90.0,"Drama,Fantasy,Horror"
1307,Arbitrage,"$12,000,000","$35,830,713",RAtt.,27600000.0,2012,12.14,6.2,459,107.0,"Drama,Thriller"
1308,Stoker,"$12,000,000","$12,034,913",FoxS,10400000.0,2013,10.738,6.6,1282,99.0,"Drama,Thriller"
1309,Darling Companion,"$12,000,000","$1,200,346",SPC,74954901.2673389,2012,4.656,5.0,46,103.0,"Comedy,Drama,Romance"
1310,Trash,"$12,000,000","$6,553,186",FCW,4800000.0,2015,0.6,3.0,3,55.0,Thriller
1320,5 Days of War,"$12,000,000","$87,793",Anch.,74954901.2673389,2011,8.689,5.7,102,113.0,"Action,Drama,War"
1321,Carol,"$11,800,000","$42,843,521",Wein.,27600000.0,2015,13.096,7.4,1949,118.0,"Drama,Romance"
1323,Dirty Grandpa,"$11,500,000","$105,078,449",LGF,58500000.0,2016,11.432,5.8,2667,102.0,Comedy
1324,The Fighter,"$11,000,000","$129,262,388",Par.,35600000.0,2010,10.395,7.3,2325,116.0,"Biography,Drama,Sport"
1325,If I Stay,"$11,000,000","$78,356,170",WB (NL),28400000.0,2014,12.047,7.4,2703,107.0,"Drama,Fantasy,Music"
1326,Brooklyn,"$11,000,000","$62,076,141",FoxS,23800000.0,2015,12.083,7.3,1912,80.0,"Comedy,Crime"
1332,Woman in Gold,"$11,000,000","$58,586,407",Wein.,28300000.0,2015,7.76,7.4,787,109.0,"Biography,Drama,History"
1333,"I, Tonya","$11,000,000","$53,797,409",Neon,23900000.0,2017,15.407,7.5,2904,120.0,"Biography,Comedy,Drama"
1335,Quartet,"$11,000,000","$56,178,935",Wein.,41100000.0,2013,8.32,6.6,209,94.0,"Comedy,Drama"
1336,Inside Llewyn Davis,"$11,000,000","$32,943,247",CBS,19700000.0,2013,10.549,7.2,1400,104.0,"Drama,Music"
1337,Brighton Rock,"$11,000,000","$229,653",IFC,1600000.0,2011,4.749,6.0,57,111.0,"Crime,Drama,Thriller"
1338,The Purge: Election Year,"$10,000,000","$118,514,727",Uni.,39400000.0,2016,18.975,6.3,2900,108.0,"Action,Horror,Sci-Fi"
1339,Book Club,"$10,000,000","$91,113,683",Par.,74954901.2673389,2018,0.6,10.0,1,72.0,Documentary
1343,Insidious: The Last Key,"$10,000,000","$167,885,588",Uni.,100100000.0,2018,16.017,6.1,1306,103.0,"Horror,Mystery,Thriller"
1344,Lady Bird,"$10,000,000","$78,610,769",A24,30000000.0,2017,15.974,7.3,3866,94.0,"Comedy,Drama"
1346,The Best Exotic Marigold Hotel,"$10,000,000","$134,639,780",FoxS,90400000.0,2012,8.665,6.9,756,124.0,"Comedy,Drama,Romance"
1347,Hereditary,"$10,000,000","$70,133,905",A24,35300000.0,2018,26.185,7.0,2491,127.0,"Drama,Horror,Mystery"
1348,"Love, Simon","$10,000,000","$65,520,633",Fox,25500000.0,2018,15.608,8.2,3165,110.0,"Comedy,Drama,Romance"
1349,Jigsaw,"$10,000,000","$102,445,196",LGF,64900000.0,2017,17.398,6.1,1887,92.0,"Crime,Horror,Mystery"
1350,"Everything, Everything","$10,000,000","$61,603,136",WB,27500000.0,2017,13.998,7.2,2447,96.0,"Drama,Romance"
1351,Devil,"$10,000,000","$63,354,114",Uni.,29100000.0,2010,10.203,5.9,1516,80.0,"Horror,Mystery,Thriller"
1352,The Second Best Exotic Marigold Hotel,"$10,000,000","$90,384,306",FoxS,52900000.0,2015,7.731,6.4,420,122.0,"Comedy,Drama"
1353,Slender Man,"$10,000,000","$51,723,644",SGem,21200000.0,2018,16.999,4.0,712,93.0,"Horror,Mystery,Thriller"
1355,When the Bough Breaks,"$10,000,000","$30,768,449",SGem,911000.0,2016,8.062,5.3,150,107.0,"Crime,Drama,Horror"
1357,Sinister 2,"$10,000,000","$54,104,225",Focus,25100000.0,2015,9.916,5.8,1142,97.0,"Horror,Mystery,Thriller"
1358,The Forest,"$10,000,000","$40,749,230",Focus,11000000.0,2016,10.069,5.0,957,98.0,"Horror,Thriller"
1364,Mud,"$10,000,000","$31,556,959",RAtt.,11000000.0,2013,12.507,7.0,1592,130.0,Drama
1365,Skyline,"$10,000,000","$68,264,973",Uni.,45400000.0,2010,8.847,4.8,833,92.0,"Action,Sci-Fi,Thriller"
1366,The Disaster Artist,"$10,000,000","$28,717,667",A24,8700000.0,2017,13.27,7.2,1895,104.0,"Biography,Comedy,Drama"
1368,Blair Witch,"$10,000,000","$38,985,577",LGF,24400000.0,2016,9.772,5.0,1094,89.0,"Horror,Mystery,Thriller"
1370,Paranormal Activity: The Ghost Dimension,"$10,000,000","$77,959,374",Par.,60600000.0,2015,8.157,5.2,774,88.0,"Horror,Mystery,Thriller"
1371,My Week with Marilyn,"$10,000,000","$34,240,572",Wein.,20500000.0,2011,12.081,6.7,741,99.0,"Biography,Drama"
1372,Big Eyes,"$10,000,000","$27,317,872",Wein.,14800000.0,2014,12.017,7.0,2153,106.0,"Biography,Crime,Drama"
1374,Movie 43,"$10,000,000","$31,164,747",Rela.,23600000.0,2013,12.813,4.4,1332,94.0,Comedy
1375,Can You Ever Forgive Me?,"$10,000,000","$11,752,387",FoxS,74954901.2673389,2018,17.604,6.9,450,106.0,"Biography,Comedy,Crime"
1376,MacGruber,"$10,000,000","$8,629,895",Uni.,797000.0,2010,7.666,5.3,270,90.0,"Action,Comedy,Romance"
1377,While We're Young,"$10,000,000","$17,503,828",A24,9700000.0,2015,8.022,5.9,609,97.0,"Comedy,Drama,Mystery"
1379,Seeking a Friend for the End of the World,"$10,000,000","$11,766,959",Focus,2600000.0,2012,8.092,6.4,1108,101.0,"Adventure,Comedy,Drama"
1380,Shut In,"$10,000,000","$11,360,665",EC,6200000.0,2016,10.535,5.2,374,91.0,"Drama,Mystery,Thriller"
1382,Cedar Rapids,"$10,000,000","$7,862,131",FoxS,74954901.2673389,2011,7.694,6.0,206,87.0,Comedy
1383,The Collection,"$10,000,000","$8,890,094",LD,74954901.2673389,2012,9.059,6.1,465,82.0,"Action,Horror,Thriller"
1385,Danny Collins,"$10,000,000","$8,465,845",BST,5200000.0,2015,8.933,6.7,260,106.0,"Biography,Comedy,Drama"
1386,Gotti,"$10,000,000","$6,089,100",VE,74954901.2673389,2018,10.034,5.2,231,112.0,"Biography,Crime,Drama"
1387,"Jeff, Who Lives at Home","$10,000,000","$4,708,127",ParV,148000.0,2012,8.821,6.2,320,83.0,"Comedy,Drama"
1388,Denial,"$10,000,000","$9,263,940",BST,74954901.2673389,2016,9.267,6.7,349,109.0,"Biography,Drama"
1392,The Man Who Knew Infinity,"$10,000,000","$12,382,122",IFC,8400000.0,2016,8.76,7.2,699,108.0,"Biography,Drama"
1393,Max Steel,"$10,000,000","$4,563,080",ORF,2500000.0,2016,8.88,5.2,383,92.0,"Action,Adventure,Family"
1395,Rosewater,"$10,000,000","$3,185,717",ORF,74954901.2673389,2014,9.019,6.7,121,103.0,"Biography,Drama"
1396,Testament of Youth,"$10,000,000","$6,646,669",SPC,74954901.2673389,2015,9.251,7.4,486,129.0,"Biography,Drama,History"
1397,Free Fire,"$10,000,000","$3,793,739",A24,74954901.2673389,2017,12.116,6.3,540,91.0,"Action,Comedy,Crime"
1398,A Better Life,"$10,000,000","$1,884,251",Sum.,74954901.2673389,2011,5.885,7.1,97,98.0,"Drama,Romance"
1400,The Joneses,"$10,000,000","$3,541,565",RAtt.,5500000.0,2010,6.424,6.2,312,117.0,"Comedy,Drama"
1404,Killer Joe,"$10,000,000","$4,659,110",LD,1700000.0,2012,13.742,6.5,703,102.0,"Crime,Drama,Thriller"
1405,Churchill,"$10,000,000","$7,582,196",Cohen,74954901.2673389,2017,7.692,6.1,150,105.0,"Biography,Drama,History"
1410,Welcome to the Rileys,"$10,000,000","$355,919",Gold.,158000.0,2010,8.348,6.5,241,110.0,Drama
1411,High School,"$10,000,000","$248,133",Anch.,74954901.2673389,2012,5.762,5.8,68,99.0,Comedy
1413,Strangerland,"$10,000,000","$161,097",Alc,74954901.2673389,2015,5.91,5.2,135,112.0,"Drama,Mystery,Thriller"
1414,Friend Request,"$9,900,000","$11,310,835",ENTMP,74954901.2673389,2017,2.107,5.5,43,91.0,Thriller
1417,Amour,"$9,700,000","$36,787,044",SPC,13100000.0,2012,10.705,7.7,746,127.0,"Drama,Romance"
1418,The Runaways,"$9,500,000","$5,278,632",App.,1100000.0,2010,8.19,6.4,448,106.0,"Biography,Drama,Music"
1420,Melancholia,"$9,400,000","$21,817,298",Magn.,12900000.0,2011,11.123,7.1,1642,135.0,"Drama,Sci-Fi"
1422,Kites,"$9,200,000","$17,155,193",Relbig.,1300000.0,2010,6.058,5.8,67,123.0,"Action,Drama,Romance"
1423,The Purge: Anarchy,"$9,000,000","$111,534,881",Uni.,40000000.0,2014,28.424,6.6,3754,103.0,"Action,Horror,Sci-Fi"
1424,Ouija: Origin of Evil,"$9,000,000","$81,831,866",Uni.,46600000.0,2016,11.823,6.0,1416,99.0,"Drama,Horror,Mystery"
1426,Black or White,"$9,000,000","$21,971,021",Rela.,74954901.2673389,2015,8.05,6.8,193,121.0,Drama
1430,The Edge of Seventeen,"$9,000,000","$19,096,003",STX,4400000.0,2016,11.546,7.2,2224,104.0,"Comedy,Drama"
1432,Jackie,"$9,000,000","$36,588,512",FoxS,74954901.2673389,2016,8.819,6.4,1420,100.0,"Biography,Drama,History"
1436,Loving,"$9,000,000","$12,898,064",Focus,5200000.0,2016,8.506,6.7,529,123.0,"Biography,Drama,Romance"
1438,The Sapphires,"$9,000,000","$20,395,040",Wein.,18000000.0,2013,6.16,6.7,97,103.0,"Biography,Comedy,Drama"
1439,Destroyer,"$9,000,000","$3,681,096",Annapurna,4000000.0,2018,17.815,5.9,176,121.0,"Action,Crime,Drama"
1440,Skin Trade,"$9,000,000","$1,242",Magn.,74954901.2673389,2015,9.362,5.6,96,78.0,Documentary
1442,Polisse,"$8,900,000","$22,744,132",IFC,20200000.0,2012,7.682,7.8,670,127.0,"Crime,Drama"
1443,Manchester by the Sea,"$8,500,000","$77,733,867",RAtt.,31300000.0,2016,16.638,7.5,3176,137.0,Drama
1445,Nightcrawler,"$8,500,000","$50,334,418",ORF,6300000.0,2014,25.597,7.7,5860,117.0,"Crime,Drama,Thriller"
1446,Baggage Claim,"$8,500,000","$22,885,836",FoxS,887000.0,2013,8.666,5.4,127,96.0,Comedy
1447,Middle School: The Worst Years of My Life,"$8,500,000","$23,311,293",LGF,3300000.0,2016,8.479,7.0,190,92.0,"Comedy,Family"
1448,The Rover,"$8,500,000","$3,180,252",A24,2100000.0,2014,13.528,6.2,435,103.0,"Action,Crime,Drama"
1449,Easy A,"$8,000,000","$76,200,721",SGem,16600000.0,2010,14.69,6.8,4168,92.0,"Comedy,Drama,Romance"
1450,50/50,"$8,000,000","$41,334,735",Sum.,4200000.0,2011,12.451,7.1,2111,100.0,"Comedy,Drama,Romance"
1452,A Walk in the Woods,"$8,000,000","$37,119,358",BG,8000000.0,2015,6.935,5.9,402,104.0,"Adventure,Biography,Comedy"
1453,That Awkward Moment,"$8,000,000","$53,068,955",Focus,14400000.0,2014,8.649,6.1,1759,94.0,"Comedy,Romance"
1454,Enough Said,"$8,000,000","$25,621,449",FoxS,7700000.0,2013,8.722,6.7,464,93.0,"Comedy,Drama,Romance"
1455,Begin Again,"$8,000,000","$68,838,736",Wein.,47300000.0,2014,10.828,7.2,2089,68.0,"Drama,Family"
1457,Prom,"$8,000,000","$10,763,183",BV,74954901.2673389,2011,6.911,6.0,276,104.0,"Comedy,Drama,Family"
1458,Me and Earl and the Dying Girl,"$8,000,000","$9,266,180",FoxS,2300000.0,2015,8.677,7.6,1570,105.0,"Comedy,Drama,Romance"
1459,It's Kind of a Funny Story,"$8,000,000","$6,632,950",Focus,128000.0,2010,10.01,7.0,1324,101.0,"Comedy,Drama,Romance"
1460,Morgan,"$8,000,000","$7,298,786",Fox,4900000.0,2016,1.111,6.7,12,89.0,"Drama,Romance"
1464,Anomalisa,"$8,000,000","$5,706,168",Par.,1900000.0,2015,10.285,7.1,927,90.0,"Animation,Comedy,Drama"
1466,Another Year,"$8,000,000","$20,005,613",SPC,16500000.0,2010,9.394,7.0,150,129.0,"Comedy,Drama"
1467,Lean on Pete,"$8,000,000","$2,455,027",A24,74954901.2673389,2018,9.307,6.9,133,121.0,"Adventure,Drama"
1469,Made in Dagenham,"$8,000,000","$15,644,196",SPC,11300000.0,2010,7.275,6.6,150,113.0,"Biography,Comedy,Drama"
1470,Wild Target,"$8,000,000","$5,314,194",Free,3300000.0,2010,9.355,6.4,356,98.0,"Action,Comedy,Crime"
1471,A Street Cat Named Bob,"$8,000,000","$17,382,693",Cleopatra,74954901.2673389,2016,7.12,7.5,500,103.0,"Biography,Comedy,Drama"
1473,Albert Nobbs,"$7,500,000","$8,539,003",RAtt.,2600000.0,2012,6.277,6.3,227,113.0,"Drama,Romance"
1474,The Neon Demon,"$7,500,000","$3,559,803",BG,74954901.2673389,2016,11.787,6.6,2005,117.0,"Horror,Thriller"
1475,The Bye Bye Man,"$7,400,000","$31,187,727",STX,4300000.0,2017,9.847,5.1,678,96.0,"Drama,Fantasy,Horror"
1476,Magic Mike,"$7,000,000","$170,549,753",WB,53500000.0,2012,13.7,6.1,1850,110.0,"Comedy,Drama"
1477,Jumping the Broom,"$7,000,000","$38,158,601",TriS,415000.0,2011,8.477,6.0,103,112.0,"Comedy,Drama"
1478,Gifted,"$7,000,000","$36,964,656",FoxS,18200000.0,2017,16.745,7.9,2035,,Documentary
1480,Dope,"$7,000,000","$18,190,831",ORF,480000.0,2015,9.246,7.2,954,103.0,"Comedy,Crime,Drama"
1481,Devil's Due,"$7,000,000","$36,146,087",Fox,21100000.0,2014,5.893,4.5,303,89.0,"Horror,Mystery,Thriller"
1482,Cyrus,"$7,000,000","$10,062,896",FoxS,2500000.0,2010,7.735,6.0,201,87.0,"Crime,Horror,Mystery"
1484,Somewhere,"$7,000,000","$17,023,121",Focus,12200000.0,2010,7.596,6.1,376,97.0,"Comedy,Drama"
1485,We Need to Talk About Kevin,"$7,000,000","$10,765,283",Osci.,4300000.0,2011,11.964,7.6,1306,112.0,"Drama,Mystery,Thriller"
1487,The Christmas Candle,"$7,000,000","$1,933,829",ELS,74954901.2673389,2013,1.4,6.0,15,100.0,"Drama,Family"
1488,Freeheld,"$7,000,000","$1,732,228",LGF,74954901.2673389,2015,7.313,7.3,360,103.0,"Biography,Drama,Romance"
1489,Dom Hemingway,"$7,000,000","$1,857,458",FoxS,74954901.2673389,2014,7.254,5.8,302,93.0,"Comedy,Crime,Drama"
1490,The Extra Man,"$7,000,000","$492,108",Magn.,4500.0,2010,5.056,5.9,46,108.0,Comedy
1491,Hesher,"$7,000,000","$382,946",WHE,74954901.2673389,2011,7.14,7.0,335,106.0,"Comedy,Crime,Drama"
1492,Annabelle,"$6,500,000","$256,862,920",WB (NL),172800000.0,2014,13.989,5.6,3357,99.0,"Horror,Mystery,Thriller"
1493,Shame,"$6,500,000","$20,412,841",FoxS,13800000.0,2011,13.152,7.0,1607,101.0,Drama
1494,The East,"$6,500,000","$3,027,956",FoxS,99700.0,2013,8.044,6.6,438,116.0,"Adventure,Drama,Thriller"
1495,The Possession of Hannah Grace,"$6,000,000","$42,785,387",SGem,28200000.0,2018,20.263,5.1,393,86.0,"Horror,Mystery,Thriller"
1496,The Words,"$6,000,000","$16,369,708",CBS,1700000.0,2012,7.201,6.6,628,102.0,"Drama,Mystery,Romance"
1497,The Lady in the Van,"$6,000,000","$42,320,503",SPC,31400000.0,2015,9.269,6.3,393,104.0,"Biography,Comedy,Drama"
1499,Bernie,"$6,000,000","$10,106,975",MNE,74954901.2673389,2012,7.518,6.6,503,99.0,"Biography,Comedy,Crime"
1503,The Guard,"$6,000,000","$21,197,454",SPC,14200000.0,2011,10.177,6.9,563,96.0,"Comedy,Crime,Thriller"
1504,Wish I Was Here,"$6,000,000","$6,591,365",Focus,1900000.0,2014,7.845,6.6,440,106.0,"Comedy,Drama"
1505,Veronica Mars,"$6,000,000","$3,485,383",WB,195000.0,2014,7.821,6.7,699,107.0,"Crime,Drama,Mystery"
1506,Snow Flower and the Secret Fan,"$6,000,000","$11,348,205",FoxS,10000000.0,2011,4.519,5.9,39,104.0,"Drama,History"
1507,Mandy,"$6,000,000","$1,427,656",RLJ,74954901.2673389,2018,0.6,3.5,2,113.0,"Drama,Thriller"
1511,Song One,"$6,000,000","$437,089",TFA,74954901.2673389,2015,6.206,5.6,126,86.0,"Drama,Music"
1513,Khiladi 786,"$5,600,000","$14,683,763",Eros,74954901.2673389,2012,1.824,4.7,16,141.0,"Action,Comedy"
1514,Don Jon,"$5,500,000","$41,268,579",Rela.,6000000.0,2013,12.78,5.9,2709,90.0,"Comedy,Drama,Romance"
1515,Hell Fest,"$5,500,000","$18,119,231",LGF,7100000.0,2018,12.955,5.5,273,89.0,Horror
1516,Le Havre,"$5,500,000","$13,480,196",Jan.,9900000.0,2011,5.973,6.9,169,93.0,"Comedy,Drama"
1517,Get Out,"$5,000,000","$255,367,951",Uni.,79400000.0,2017,0.834,5.5,8,104.0,"Horror,Mystery,Thriller"
1519,Split,"$5,000,000","$278,964,806",Uni.,140200000.0,2017,0.906,5.3,2,90.0,"Comedy,Romance,Sport"
1543,Paranormal Activity 3,"$5,000,000","$207,039,844",Par.,103000000.0,2011,9.669,5.9,1197,83.0,"Horror,Mystery,Thriller"
1544,10 Cloverfield Lane,"$5,000,000","$108,286,422",Par.,38100000.0,2016,17.892,6.9,4629,103.0,"Drama,Horror,Mystery"
1545,Lights Out,"$5,000,000","$148,806,510",WB (NL),81600000.0,2016,12.408,6.3,2220,,Drama
1549,The Visit,"$5,000,000","$98,677,816",Uni.,33200000.0,2015,10.196,6.2,2634,90.0,"Comedy,Drama,Romance"
1564,Happy Death Day,"$5,000,000","$125,010,260",Uni.,69800000.0,2017,21.23,6.6,3211,96.0,"Horror,Mystery,Thriller"
1565,Paranormal Activity 4,"$5,000,000","$142,817,992",Par.,88900000.0,2012,8.965,5.4,1026,88.0,"Horror,Mystery,Thriller"
1566,Ouija,"$5,000,000","$103,300,632",Uni.,52700000.0,2014,15.389,5.1,1670,89.0,"Horror,Mystery,Thriller"
1567,The Big Sick,"$5,000,000","$53,972,860",LGF,13500000.0,2017,12.322,7.4,1302,120.0,"Comedy,Drama,Romance"
1568,Paranormal Activity: The Marked Ones,"$5,000,000","$90,904,854",Par.,58400000.0,2014,9.446,5.3,752,84.0,"Horror,Mystery,Thriller"
1569,Oculus,"$5,000,000","$44,115,496",Rela.,16300000.0,2014,10.841,6.4,1747,104.0,"Horror,Mystery"
1570,Dallas Buyers Club,"$5,000,000","$60,611,845",Focus,27900000.0,2013,12.389,7.9,4961,117.0,"Biography,Drama"
